solution_id,global_position,booth_label,booth_id,job_index,job_id,feeder_index,part_id,topcoat
1,13,PB2,2,152,J000116,153,rear_bumper_f,C_DIAMOND_WHITE
1,14,PB1,1,106,J000129,107,shell_a,C_POLAR_WHITE
1,15,PB2,2,64,J000017,65,front_bumper_a,C_POLAR_WHITE
1,16,PB1,1,131,J000178,132,radar_bracket_b,C_POLAR_WHITE
1,17,PB2,2,173,J000125,174,rear_bumper_g,C_DIAMOND_WHITE
1,18,PB1,1,44,J000139,45,threshold_a,C_SHINING_BLUE
1,19,PB2,2,161,J000082,162,rear_bumper_a,C_RUBY_RED
1,20,PB1,1,154,J000118,155,rear_bumper_f,C_DIAMOND_WHITE
1,21,PB2,2,138,J000128,139,shell_a,C_SAPPHIRE_BLUE
1,22,PB1,1,19,J000063,20,front_bumper_f,C_SHINING_BLUE
1,23,PB2,2,112,J000076,113,front_bumper_g,C_MILAN_SILVER
1,24,PB1,1,76,J000067,77,front_bumper_f,C_POLAR_WHITE
1,25,PB2,2,95,J000071,96,front_bumper_f,C_POLAR_WHITE
1,26,PB1,1,144,J000058,145,front_bumper_e,C_DIAMOND_WHITE
1,27,PB2,2,117,J000153,118,threshold_a,C_MILAN_SILVER
1,28,PB1,1,68,J000021,69,front_bumper_a,C_POLAR_WHITE
1,29,PB2,2,86,J000159,87,threshold_b,C_OBSIDIAN_BLACK
1,30,PB1,1,28,J000006,29,middle_spoiler_a,C_OBSIDIAN_BLACK
1,31,PB2,2,182,J000182,183,radar_bracket_e,C_DENIM_BLUE
1,32,PB1,1,52,J000056,53,front_bumper_e,C_OBSIDIAN_BLACK
1,33,PB2,2,163,J000084,164,rear_bumper_a,C_RUBY_RED
1,34,PB1,1,20,J000064,21,front_bumper_f,C_SHINING_BLUE
1,35,PB2,2,170,J000144,171,threshold_a,C_RUBY_RED
1,36,PB1,1,104,J000091,105,rear_bumper_a,C_POLAR_WHITE
1,37,PB2,2,172,J000124,173,rear_bumper_g,C_DIAMOND_WHITE
1,38,PB1,1,134,J000032,135,front_bumper_c,C_SAPPHIRE_BLUE
1,39,PB2,2,93,J000069,94,front_bumper_f,C_POLAR_WHITE
1,40,PB1,1,12,J000005,13,middle_spoiler_a,C_SHINING_BLUE
1,41,PB2,2,159,J000052,160,front_bumper_e,C_RUBY_RED
1,42,PB1,1,2,J000003,3,upper_grille_b,C_IRIDIUM_SILVER
1,43,PB2,2,3,J000004,4,upper_grille_b,C_IRIDIUM_SILVER
1,44,PB1,1,46,J000047,47,front_bumper_d,C_OBSIDIAN_BLACK
1,45,PB2,2,176,J000163,177,threshold_b,C_DIAMOND_WHITE
1,46,PB1,1,98,J000074,99,front_bumper_f,C_POLAR_WHITE
1,47,PB2,2,124,J000151,125,threshold_a,C_POLAR_WHITE
1,48,PB1,1,115,J000120,116,rear_bumper_g,C_MILAN_SILVER
1,49,PB2,2,162,J000083,163,rear_bumper_a,C_RUBY_RED
1,50,PB1,1,40,J000043,41,front_bumper_d,C_OBSIDIAN_BLACK
1,51,PB2,2,97,J000073,98,front_bumper_f,C_POLAR_WHITE
1,52,PB1,1,78,J000105,79,rear_bumper_d,C_OBSIDIAN_BLACK
1,53,PB2,2,139,J000133,140,rim_decoration_a,C_SAPPHIRE_BLUE
1,54,PB1,1,171,J000176,172,radar_bracket_a,C_RUBY_RED
1,55,PB2,2,60,J000102,61,rear_bumper_c,C_OBSIDIAN_BLACK
1,56,PB1,1,24,J000109,25,rear_bumper_f,C_SHINING_BLUE
1,57,PB2,2,71,J000024,72,front_bumper_a,C_POLAR_WHITE
1,58,PB1,1,6,J000092,7,rear_bumper_a,C_IRIDIUM_SILVER
1,59,PB2,2,125,J000152,126,threshold_a,C_POLAR_WHITE
1,60,PB1,1,113,J000093,114,rear_bumper_b,C_MILAN_SILVER
1,61,PB2,2,41,J000044,42,front_bumper_d,C_OBSIDIAN_BLACK
1,62,PB1,1,142,J000155,143,threshold_b,C_SAPPHIRE_BLUE
1,63,PB2,2,175,J000162,176,threshold_b,C_DIAMOND_WHITE
1,64,PB1,1,166,J000127,167,shell_a,C_RUBY_RED
1,65,PB2,2,156,J000121,157,rear_bumper_g,C_DIAMOND_WHITE
1,66,PB1,1,27,J000138,28,threshold_a,C_SHINING_BLUE
1,67,PB2,2,174,J000137,175,rim_decoration_b,C_DIAMOND_WHITE
1,68,PB1,1,145,J000059,146,front_bumper_e,C_DIAMOND_WHITE
1,69,PB2,2,91,J000166,92,threshold_c,C_OBSIDIAN_BLACK
1,70,PB1,1,66,J000019,67,front_bumper_a,C_POLAR_WHITE
1,71,PB2,2,63,J000008,64,middle_spoiler_a,C_POLAR_WHITE
1,72,PB1,1,135,J000039,136,front_bumper_d,C_SAPPHIRE_BLUE
1,73,PB2,2,37,J000040,38,front_bumper_d,C_OBSIDIAN_BLACK
1,74,PB1,1,155,J000119,156,rear_bumper_f,C_DIAMOND_WHITE
1,75,PB2,2,164,J000110,165,rear_bumper_f,C_RUBY_RED
1,76,PB1,1,148,J000062,149,front_bumper_e,C_DIAMOND_WHITE
1,77,PB2,2,160,J000081,161,rear_bumper_a,C_RUBY_RED
1,78,PB1,1,132,J000013,133,front_bumper_a,C_SAPPHIRE_BLUE
1,79,PB2,2,88,J000161,89,threshold_b,C_OBSIDIAN_BLACK
1,80,PB1,1,116,J000131,117,shell_a,C_MILAN_SILVER
1,81,PB2,2,25,J000126,26,shell_a,C_SHINING_BLUE
1,82,PB1,1,50,J000054,51,front_bumper_e,C_OBSIDIAN_BLACK
1,83,PB2,2,59,J000101,60,rear_bumper_c,C_OBSIDIAN_BLACK
1,84,PB1,1,74,J000065,75,front_bumper_f,C_POLAR_WHITE
1,85,PB2,2,107,J000134,108,rim_decoration_a,C_POLAR_WHITE
1,86,PB1,1,13,J000010,14,front_bumper_a,C_SHINING_BLUE
1,87,PB2,2,26,J000132,27,rim_decoration_a,C_SHINING_BLUE
1,88,PB1,1,34,J000035,35,front_bumper_c,C_OBSIDIAN_BLACK
1,89,PB2,2,58,J000100,59,rear_bumper_c,C_OBSIDIAN_BLACK
1,90,PB1,1,130,J000171,131,threshold_d,C_POLAR_WHITE
1,91,PB2,2,179,J000075,180,front_bumper_g,C_UNIVERSE_BLACK
1,92,PB1,1,15,J000012,16,front_bumper_a,C_SHINING_BLUE
1,93,PB2,2,119,J000181,120,radar_bracket_d,C_MILAN_SILVER
1,94,PB1,1,7,J000106,8,rear_bumper_d,C_IRIDIUM_SILVER
1,95,PB2,2,140,J000145,141,threshold_a,C_SAPPHIRE_BLUE
1,96,PB1,1,1,J000002,2,upper_grille_a,C_IRIDIUM_SILVER
1,97,PB2,2,177,J000179,178,radar_bracket_c,C_DIAMOND_WHITE
1,98,PB1,1,29,J000014,30,front_bumper_a,C_OBSIDIAN_BLACK
1,99,PB2,2,72,J000025,73,front_bumper_a,C_POLAR_WHITE
1,100,PB1,1,136,J000085,137,rear_bumper_a,C_SAPPHIRE_BLUE
1,101,PB2,2,181,J000136,182,rim_decoration_b,C_DENIM_BLUE
1,102,PB1,1,105,J000107,106,rear_bumper_e,C_POLAR_WHITE
1,103,PB2,2,83,J000156,84,threshold_b,C_OBSIDIAN_BLACK
1,104,PB1,1,73,J000029,74,front_bumper_b,C_POLAR_WHITE
1,105,PB2,2,5,J000030,6,front_bumper_b,C_IRIDIUM_SILVER
1,106,PB1,1,146,J000060,147,front_bumper_e,C_DIAMOND_WHITE
1,107,PB2,2,22,J000080,23,rear_bumper_a,C_SHINING_BLUE
1,108,PB1,1,79,J000112,80,rear_bumper_f,C_OBSIDIAN_BLACK
1,109,PB2,2,84,J000157,85,threshold_b,C_OBSIDIAN_BLACK
1,110,PB2,2,85,J000158,86,threshold_b,C_OBSIDIAN_BLACK
1,111,PB2,2,158,J000123,159,rear_bumper_g,C_DIAMOND_WHITE
1,112,PB1,1,103,J000090,104,rear_bumper_a,C_POLAR_WHITE
1,113,PB2,2,129,J000170,130,threshold_d,C_POLAR_WHITE
1,114,PB2,2,165,J000111,166,rear_bumper_f,C_RUBY_RED
1,115,PB1,1,90,J000165,91,threshold_c,C_OBSIDIAN_BLACK
1,116,PB1,1,114,J000115,115,rear_bumper_f,C_MILAN_SILVER
1,117,PB1,1,17,J000050,18,front_bumper_e,C_SHINING_BLUE
1,118,PB1,1,53,J000095,54,rear_bumper_c,C_OBSIDIAN_BLACK
1,119,PB2,2,178,J000183,179,radar_bracket_e,C_DIAMOND_WHITE
1,120,PB1,1,23,J000108,24,rear_bumper_f,C_SHINING_BLUE
1,121,PB2,2,4,J000027,5,front_bumper_a,C_IRIDIUM_SILVER
1,122,PB1,1,100,J000087,101,rear_bumper_a,C_POLAR_WHITE
1,123,PB2,2,118,J000172,119,threshold_e,C_MILAN_SILVER
1,124,PB1,1,54,J000096,55,rear_bumper_c,C_OBSIDIAN_BLACK
1,125,PB2,2,62,J000007,63,middle_spoiler_a,C_POLAR_WHITE
1,126,PB1,1,16,J000031,17,front_bumper_c,C_SHINING_BLUE
1,127,PB2,2,153,J000117,154,rear_bumper_f,C_DIAMOND_WHITE
1,128,PB1,1,0,J000001,1,upper_grille_a,C_IRIDIUM_SILVER
1,129,PB2,2,101,J000088,102,rear_bumper_a,C_POLAR_WHITE
1,130,PB1,1,39,J000042,40,front_bumper_d,C_OBSIDIAN_BLACK
1,131,PB2,2,151,J000104,152,rear_bumper_c,C_DIAMOND_WHITE
1,132,PB1,1,14,J000011,15,front_bumper_a,C_SHINING_BLUE
1,133,PB2,2,150,J000078,151,front_bumper_g,C_DIAMOND_WHITE
1,134,PB1,1,75,J000066,76,front_bumper_f,C_POLAR_WHITE
1,135,PB2,2,42,J000045,43,front_bumper_d,C_OBSIDIAN_BLACK
1,136,PB1,1,143,J000038,144,front_bumper_c,C_DIAMOND_WHITE
1,137,PB2,2,92,J000180,93,radar_bracket_d,C_OBSIDIAN_BLACK
1,138,PB1,1,51,J000055,52,front_bumper_e,C_OBSIDIAN_BLACK
1,139,PB2,2,123,J000150,124,threshold_a,C_POLAR_WHITE
1,140,PB1,1,99,J000086,100,rear_bumper_a,C_POLAR_WHITE
1,141,PB2,2,128,J000169,129,threshold_d,C_POLAR_WHITE
1,142,PB1,1,11,J000175,12,threshold_trim_a,C_IRIDIUM_SILVER
1,143,PB2,2,109,J000009,110,middle_spoiler_a,C_MILAN_SILVER
1,144,PB1,1,10,J000174,11,threshold_trim_a,C_IRIDIUM_SILVER
1,145,PB2,2,168,J000142,169,threshold_a,C_RUBY_RED
1,146,PB1,1,67,J000020,68,front_bumper_a,C_POLAR_WHITE
1,147,PB2,2,96,J000072,97,front_bumper_f,C_POLAR_WHITE
1,148,PB1,1,147,J000061,148,front_bumper_e,C_DIAMOND_WHITE
1,149,PB2,2,157,J000122,158,rear_bumper_g,C_DIAMOND_WHITE
1,150,PB1,1,48,J000049,49,front_bumper_d,C_OBSIDIAN_BLACK
1,151,PB2,2,169,J000143,170,threshold_a,C_RUBY_RED
1,152,PB1,1,133,J000028,134,front_bumper_b,C_SAPPHIRE_BLUE
1,153,PB2,2,167,J000141,168,threshold_a,C_RUBY_RED
1,154,PB1,1,38,J000041,39,front_bumper_d,C_OBSIDIAN_BLACK
1,155,PB2,2,82,J000146,83,threshold_a,C_OBSIDIAN_BLACK
1,156,PB1,1,69,J000022,70,front_bumper_a,C_POLAR_WHITE
1,157,PB2,2,21,J000079,22,rear_bumper_a,C_SHINING_BLUE
1,158,PB1,1,32,J000033,33,front_bumper_c,C_OBSIDIAN_BLACK
1,159,PB2,2,110,J000026,111,front_bumper_a,C_MILAN_SILVER
1,160,PB1,1,49,J000053,50,front_bumper_e,C_OBSIDIAN_BLACK
1,161,PB2,2,94,J000070,95,front_bumper_f,C_POLAR_WHITE
1,162,PB1,1,137,J000094,138,rear_bumper_c,C_SAPPHIRE_BLUE
1,163,PB2,2,81,J000114,82,rear_bumper_f,C_OBSIDIAN_BLACK
1,164,PB1,1,33,J000034,34,front_bumper_c,C_OBSIDIAN_BLACK
1,165,PB2,2,87,J000160,88,threshold_b,C_OBSIDIAN_BLACK
1,166,PB2,2,108,J000135,109,rim_decoration_a,C_POLAR_WHITE
1,167,PB1,1,9,J000173,10,threshold_trim_a,C_IRIDIUM_SILVER
1,168,PB1,1,102,J000089,103,rear_bumper_a,C_POLAR_WHITE
